"word","occurrences","frequency","weight","stem"
"moneys",2,0.000002,0.998004,"money"
"mongi",1,0.000001,0.999002,"mongi"
"mongolia",1,0.000001,0.999002,"mongolia"
"mongolia's",1,0.000001,0.999002,"mongolia'"
"monic",3,0.000003,0.997008,"monic"
"monica",2,0.000002,0.998004,"monica"
"monies",1,0.000001,0.999002,"moni"
"monilia",1,0.000001,0.999002,"monilia"
"monitor",3,0.000003,0.997008,"monitor"
"monitored",1,0.000001,0.999002,"monitor"
"monitoring",13,0.000013,0.987097,"monitor"
"monitors",2,0.000002,0.998004,"monitor"
"moniuszko's",1,0.000001,0.999002,"moniuszko'"
"monk",16,0.000016,0.984144,"monk"
"monkey",9,0.000009,0.991050,"monkey"
"monkey-gland",1,0.000001,0.999002,"monkey-gland"
"monkeys",1,0.000001,0.999002,"monkey"
"monkish",1,0.000001,0.999002,"monkish"
"monks",10,0.000010,0.990060,"monk"
"monmouth",3,0.000003,0.997008,"monmouth"
"monmouth's",2,0.000002,0.998004,"monmouth'"
"mono-",2,0.000002,0.998004,"mono-"
"mono-iodotyrosine",3,0.000003,0.997008,"mono-iodotyrosin"
"mono-unsaturated",2,0.000002,0.998004,"mono-unsatur"
"monochromes",1,0.000001,0.999002,"monochrom"
"monocite",1,0.000001,0.999002,"monocit"
"monoclinic",1,0.000001,0.999002,"monoclin"
"monodisperse",1,0.000001,0.999002,"monodispers"
"monogamous",1,0.000001,0.999002,"monogam"
"monogamy",1,0.000001,0.999002,"monogami"
"monograph",1,0.000001,0.999002,"monograph"
"monographs",1,0.000001,0.999002,"monograph"
"monolith",1,0.000001,0.999002,"monolith"
"monolithic",1,0.000001,0.999002,"monolith"
"monolithically",1,0.000001,0.999002,"monolith"
"monologist",1,0.000001,0.999002,"monologist"
"monologue",3,0.000003,0.997008,"monologu"
"monomer",2,0.000002,0.998004,"monom"
"monomers",1,0.000001,0.999002,"monom"
"mononuclear",1,0.000001,0.999002,"mononuclear"
"monophonic",1,0.000001,0.999002,"monophon"
"monopolies",5,0.000005,0.995018,"monopoli"
"monopolistic",2,0.000002,0.998004,"monopolist"
"monopolists",1,0.000001,0.999002,"monopolist"
"monopolization",1,0.000001,0.999002,"monopol"
"monopolize",4,0.000004,0.996012,"monopol"
"monopoly",14,0.000014,0.986112,"monopoli"
"monosyllable",1,0.000001,0.999002,"monosyl"
"monosyllables",2,0.000002,0.998004,"monosyl"
"monotone",3,0.000003,0.997008,"monoton"
"monotonous",8,0.000008,0.992040,"monoton"
"monotony",7,0.000007,0.993032,"monotoni"
"monroe",12,0.000012,0.988084,"monro"
"monsieur",12,0.000012,0.988084,"monsieur"
"monsoon",3,0.000003,0.997008,"monsoon"
"monsoon-shrouded",1,0.000001,0.999002,"monsoon-shroud"
"monster",6,0.000006,0.994024,"monster"
"monsters",3,0.000003,0.997008,"monster"
"monstrosity",3,0.000003,0.997008,"monstros"
"monstrous",13,0.000013,0.987097,"monstrou"
"mont",1,0.000001,0.999002,"mont"
"mont.",1,0.000001,0.999002,"mont."
"montaigne",2,0.000002,0.998004,"montaign"
"montana",2,0.000002,0.998004,"montana"
"monte",5,0.000005,0.995018,"mont"
"montenegrin",1,0.000001,0.999002,"montenegrin"
"monterey",1,0.000001,0.999002,"monterey"
"montero",10,0.000010,0.990060,"montero"
"montero's",5,0.000005,0.995018,"montero'"
"monteverdi",2,0.000002,0.998004,"monteverdi"
"montevideo",1,0.000001,0.999002,"montevideo"
"montfaucon",1,0.000001,0.999002,"montfaucon"
"montgomery",16,0.000016,0.984144,"montgomeri"
"montgomery's",2,0.000002,0.998004,"montgomery'"
"month",130,0.000130,0.878213,"month"
"month's",2,0.000002,0.998004,"month'"
"month-long",1,0.000001,0.999002,"month-long"
"monthly",23,0.000023,0.977286,"monthli"
"months",189,0.000189,0.827948,"month"
"months'",5,0.000005,0.995018,"months'"
"monticello",3,0.000003,0.997008,"monticello"
"montmartre",2,0.000002,0.998004,"montmartr"
"montmorillonites",1,0.000001,0.999002,"montmorillonit"
"montpelier",7,0.000007,0.993032,"montpeli"
"montrachet",1,0.000001,0.999002,"montrachet"
"montreal",4,0.000004,0.996012,"montreal"
"montreux",1,0.000001,0.999002,"montreux"
"monty",2,0.000002,0.998004,"monti"
"monument",21,0.000021,0.979240,"monument"
"monumental",5,0.000005,0.995018,"monument"
"monumentality",1,0.000001,0.999002,"monument"
"monumentally",1,0.000001,0.999002,"monument"
"monuments",8,0.000008,0.992040,"monument"
"mood",37,0.000037,0.963713,"mood"
"moodily",1,0.000001,0.999002,"moodili"
"moods",8,0.000008,0.992040,"mood"
"moody",5,0.000005,0.995018,"moodi"
"mooed",1,0.000001,0.999002,"moo"
"moon",60,0.000060,0.941823,"moon"
"moon's",2,0.000002,0.998004,"moon'"
"moon-drenched",1,0.000001,0.999002,"moon-drench"
"moon-faced",1,0.000001,0.999002,"moon-fac"
"moon-round",1,0.000001,0.999002,"moon-round"
"moon-splashed",1,0.000001,0.999002,"moon-splash"
"moon-washed",1,0.000001,0.999002,"moon-wash"
"moonan",1,0.000001,0.999002,"moonan"
"mooncursers",1,0.000001,0.999002,"mooncurs"
"moonlight",13,0.000013,0.987097,"moonlight"
"moonlike",1,0.000001,0.999002,"moonlik"
"moonlit",2,0.000002,0.998004,"moonlit"
"moons",3,0.000003,0.997008,"moon"
"moontrack",1,0.000001,0.999002,"moontrack"
"moore",24,0.000024,0.976310,"moor"
"moore's",2,0.000002,0.998004,"moore'"
"moored",2,0.000002,0.998004,"moor"
"mooring",1,0.000001,0.999002,"moor"
"moorish",2,0.000002,0.998004,"moorish"
"moors",2,0.000002,0.998004,"moor"
"moos",3,0.000003,0.997008,"moo"
"moosilauke",1,0.000001,0.999002,"moosilauk"
"moot",1,0.000001,0.999002,"moot"
"mop",3,0.000003,0.997008,"mop"
"mopped",4,0.000004,0.996012,"mop"
"mopping",3,0.000003,0.997008,"mop"
"mops",1,0.000001,0.999002,"mop"
"mor",1,0.000001,0.999002,"mor"
"mor-ee-air-teeeee",1,0.000001,0.999002,"mor-ee-air-teeee"
"moraine's",1,0.000001,0.999002,"moraine'"
"moral",142,0.000142,0.867748,"moral"
"morale",17,0.000017,0.983161,"moral"
"morale-enhancing",1,0.000001,0.999002,"morale-enhanc"
"moralist",2,0.000002,0.998004,"moralist"
"moralistic",1,0.000001,0.999002,"moralist"
"moralities",1,0.000001,0.999002,"moral"
"morality",29,0.000029,0.971445,"moral"
"morally",7,0.000007,0.993032,"moral"
"morals",7,0.000007,0.993032,"moral"
"morass",1,0.000001,0.999002,"morass"
"moratorium",1,0.000001,0.999002,"moratorium"
"moravian",1,0.000001,0.999002,"moravian"
"morbid",1,0.000001,0.999002,"morbid"
"morbid-minded",1,0.000001,0.999002,"morbid-mind"
"more",2215,0.002213,0.109403,"more"
"more'n",1,0.000001,0.999002,"more'n"
"more's",7,0.000007,0.993032,"more'"
"more-than-average",1,0.000001,0.999002,"more-than-averag"
"more-than-ordinary",1,0.000001,0.999002,"more-than-ordinari"
"morehouse",1,0.000001,0.999002,"morehous"
"morel",1,0.000001,0.999002,"morel"
"moreland",17,0.000017,0.983161,"moreland"
"moreover",88,0.000088,0.915844,"moreov"
"mores",7,0.000007,0.993032,"more"
"morgan",72,0.000072,0.930600,"morgan"
"morgan's",6,0.000006,0.994024,"morgan'"
"morgart",1,0.000001,0.999002,"morgart"
"morgen",1,0.000001,0.999002,"morgen"
"morgenthau",2,0.000002,0.998004,"morgenthau"
"morgenthau's",1,0.000001,0.999002,"morgenthau'"
"morgue",1,0.000001,0.999002,"morgu"
"moriarty",5,0.000005,0.995018,"moriarti"
"moriarty's",1,0.000001,0.999002,"moriarty'"
"morikawa",1,0.000001,0.999002,"morikawa"
"moritz",11,0.000011,0.989071,"moritz"
"morley",2,0.000002,0.998004,"morley"
"mormon",2,0.000002,0.998004,"mormon"
"morning",211,0.000211,0.809950,"morn"
"morning's",2,0.000002,0.998004,"morning'"
"morning-frightened",1,0.000001,0.999002,"morning-frighten"
"morning-glory",1,0.000001,0.999002,"morning-glori"
"mornings",10,0.000010,0.990060,"morn"
"morningstar",1,0.000001,0.999002,"morningstar"
"moroccan",3,0.000003,0.997008,"moroccan"
"morocco",5,0.000005,0.995018,"morocco"
"morocco-bound",1,0.000001,0.999002,"morocco-bound"
"morose",2,0.000002,0.998004,"moros"
"morosely",2,0.000002,0.998004,"moros"
"morphemic",1,0.000001,0.999002,"morphem"
"morphine",1,0.000001,0.999002,"morphin"
"morphologic",1,0.000001,0.999002,"morpholog"
"morphological",5,0.000005,0.995018,"morpholog"
"morphology",2,0.000002,0.998004,"morpholog"
"morphophonemic",7,0.000007,0.993032,"morphophonem"
"morphophonemics",9,0.000009,0.991050,"morphophonem"
"morris",21,0.000021,0.979240,"morri"
"morris'",1,0.000001,0.999002,"morris'"
"morrison",4,0.000004,0.996012,"morrison"
"morrow",2,0.000002,0.998004,"morrow"
"morse",29,0.000029,0.971445,"mors"
"morse's",5,0.000005,0.995018,"morse'"
"morsel",3,0.000003,0.997008,"morsel"
"morsels",1,0.000001,0.999002,"morsel"
"mort",2,0.000002,0.998004,"mort"
"mortal",10,0.000010,0.990060,"mortal"
"mortality",9,0.000009,0.991050,"mortal"
"mortally",1,0.000001,0.999002,"mortal"
"mortals",2,0.000002,0.998004,"mortal"
"mortar",11,0.000011,0.989071,"mortar"
"mortared",2,0.000002,0.998004,"mortar"
"mortaring",1,0.000001,0.999002,"mortar"
"mortars",2,0.000002,0.998004,"mortar"
"mortgage",17,0.000017,0.983161,"mortgag"
"mortgages",5,0.000005,0.995018,"mortgag"
"morticians",1,0.000001,0.999002,"mortician"
"mortification",1,0.000001,0.999002,"mortif"
"morton",15,0.000015,0.985127,"morton"
"morton's",1,0.000001,0.999002,"morton'"
"mos.",1,0.000001,0.999002,"mos."
"mosaic",4,0.000004,0.996012,"mosaic"
"mosaic-like",1,0.000001,0.999002,"mosaic-lik"
"mosaics",1,0.000001,0.999002,"mosaic"
"moscone",1,0.000001,0.999002,"moscon"
"moscow",47,0.000047,0.954134,"moscow"
"moscow's",4,0.000004,0.996012,"moscow'"
"moscow-allied",1,0.000001,0.999002,"moscow-"
"mose",6,0.000006,0.994024,"mose"
"moses",9,0.000009,0.991050,"mose"
"mosk",3,0.000003,0.997008,"mosk"
"moslem",3,0.000003,0.997008,"moslem"
"moslems",1,0.000001,0.999002,"moslem"
"mosque",10,0.000010,0.990060,"mosqu"
"mosques",2,0.000002,0.998004,"mosqu"
"mosquito",1,0.000001,0.999002,"mosquito"
"mosquito-plagued",1,0.000001,0.999002,"mosquito-plagu"
"mosquitoes",1,0.000001,0.999002,"mosquito"
"moss",9,0.000009,0.991050,"moss"
"mossberg",1,0.000001,0.999002,"mossberg"
"mossberg's",1,0.000001,0.999002,"mossberg'"
"most",1159,0.001158,0.314175,"most"
"most-valuable",1,0.000001,0.999002,"most-valu"
"most-valuable-player",1,0.000001,0.999002,"most-valuable-play"
"mostly",44,0.000044,0.956997,"mostli"
"mot",1,0.000001,0.999002,"mot"
"motel",24,0.000024,0.976310,"motel"
"motel-keepers",1,0.000001,0.999002,"motel-keep"
"motel-keeping",1,0.000001,0.999002,"motel-keep"
"motels",7,0.000007,0.993032,"motel"
"motet",1,0.000001,0.999002,"motet"
"motets",1,0.000001,0.999002,"motet"
"moth",1,0.000001,0.999002,"moth"
"moth's",1,0.000001,0.999002,"moth'"
"moth-eaten",1,0.000001,0.999002,"moth-eaten"
"mother",216,0.000216,0.805915,"mother"
"mother's",36,0.000036,0.964676,"mother'"
"mother-in-law",1,0.000001,0.999002,"mother-in-law"
"mother-introject",1,0.000001,0.999002,"mother-introject"
"mother-naked",1,0.000001,0.999002,"mother-nak"
"mother-of-pearl",2,0.000002,0.998004,"mother-of-pearl"
"mothered",1,0.000001,0.999002,"mother"
"motherhood",1,0.000001,0.999002,"motherhood"
"motherland",1,0.000001,0.999002,"motherland"
"motherly",1,0.000001,0.999002,"motherli"
"mothers",25,0.000025,0.975335,"mother"
"mothers'",4,0.000004,0.996012,"mothers'"
"mothers-in-law",1,0.000001,0.999002,"mothers-in-law"
"motherwell",1,0.000001,0.999002,"motherwel"
"moths",2,0.000002,0.998004,"moth"
"motif",8,0.000008,0.992040,"motif"
"motifs",5,0.000005,0.995018,"motif"
"motion",55,0.000055,0.946539,"motion"
"motion-pattern",1,0.000001,0.999002,"motion-pattern"
"motion-picture",3,0.000003,0.997008,"motion-pictur"
"motional",1,0.000001,0.999002,"motion"
"motional-modified",1,0.000001,0.999002,"motional-modifi"
"motioned",1,0.000001,0.999002,"motion"
"motioning",2,0.000002,0.998004,"motion"
"motionless",7,0.000007,0.993032,"motionless"
"motions",17,0.000017,0.983161,"motion"
"motivate",1,0.000001,0.999002,"motiv"
"motivated",9,0.000009,0.991050,"motiv"
"motivates",3,0.000003,0.997008,"motiv"
"motivating",3,0.000003,0.997008,"motiv"
"motivation",11,0.000011,0.989071,"motiv"
"motivations",5,0.000005,0.995018,"motiv"
"motive",22,0.000022,0.978262,"motiv"
"motives",20,0.000020,0.980219,"motiv"
"motley",3,0.000003,0.997008,"motley"
"motor",56,0.000056,0.945594,"motor"
"motor-car",1,0.000001,0.999002,"motor-car"
"motoring",1,0.000001,0.999002,"motor"
"motorist",2,0.000002,0.998004,"motorist"
"motorists",5,0.000005,0.995018,"motorist"
"motorists'",1,0.000001,0.999002,"motorists'"
"motors",50,0.000050,0.951278,"motor"
"motors'",3,0.000003,0.997008,"motors'"
"motorscooters",1,0.000001,0.999002,"motorscoot"
"mottled",3,0.000003,0.997008,"mottl"
"motto",4,0.000004,0.996012,"motto"
"mough",2,0.000002,0.998004,"mough"
"mould",1,0.000001,0.999002,"mould"
"mouldering",1,0.000001,0.999002,"moulder"
"moulding",1,0.000001,0.999002,"mould"
"moulton",1,0.000001,0.999002,"moulton"
"moultons",1,0.000001,0.999002,"moulton"
"mound",11,0.000011,0.989071,"mound"
"mounded",2,0.000002,0.998004,"mound"
"mounds",1,0.000001,0.999002,"mound"
"moune",1,0.000001,0.999002,"moun"
"mount",26,0.000026,0.974361,"mount"
"mountain",33,0.000033,0.967571,"mountain"
"mountaineering",1,0.000001,0.999002,"mountain"
"mountainous",6,0.000006,0.994024,"mountain"
"mountainously",1,0.000001,0.999002,"mountain"
"mountains",43,0.000043,0.957954,"mountain"
"mountainside",4,0.000004,0.996012,"mountainsid"
"mountainsides",1,0.000001,0.999002,"mountainsid"
"mounted",45,0.000045,0.956042,"mount"
"mounting",11,0.000011,0.989071,"mount"
"mountings",1,0.000001,0.999002,"mount"
"mounts",8,0.000008,0.992040,"mount"
"mourn",2,0.000002,0.998004,"mourn"
"mourned",2,0.000002,0.998004,"mourn"
"mourners",2,0.000002,0.998004,"mourner"
"mournful",1,0.000001,0.999002,"mourn"
"mournfully",1,0.000001,0.999002,"mourn"
"mourning",8,0.000008,0.992040,"mourn"
"mouse",10,0.000010,0.990060,"mous"
"mousie",7,0.000007,0.993032,"mousi"
"moustache",1,0.000001,0.999002,"moustach"
"mousy",1,0.000001,0.999002,"mousi"
"mouth",103,0.000103,0.902223,"mouth"
"mouth-watering",1,0.000001,0.999002,"mouth-wat"
"mouthed",1,0.000001,0.999002,"mouth"
"mouthful",3,0.000003,0.997008,"mouth"
"mouthing",2,0.000002,0.998004,"mouth"
"mouthpiece",7,0.000007,0.993032,"mouthpiec"
"mouthpieces",1,0.000001,0.999002,"mouthpiec"
"mouths",8,0.000008,0.992040,"mouth"
"mouvement",1,0.000001,0.999002,"mouvement"
"movable",19,0.000019,0.981199,"movabl"
"move",171,0.000171,0.842970,"move"
"moved",181,0.000181,0.834591,"move"
"movement",128,0.000128,0.879969,"movement"
"movements",47,0.000047,0.954134,"movement"
"movers",4,0.000004,0.996012,"mover"
"moves",36,0.000036,0.964676,"move"
"movie",29,0.000029,0.971445,"movi"
"movie-goer",1,0.000001,0.999002,"movie-go"
"movie-to-be",1,0.000001,0.999002,"movie-to-b"
"movies",31,0.000031,0.969507,"movi"
"moving",114,0.000114,0.892363,"move"
"movingly",1,0.000001,0.999002,"movingli"
"mowed",1,0.000001,0.999002,"mow"
"mozart",2,0.000002,0.998004,"mozart"
"mozart's",1,0.000001,0.999002,"mozart'"
"mp's",1,0.000001,0.999002,"mp'"
"mph",3,0.000003,0.997008,"mph"
"mpl",1,0.000001,0.999002,"mpl"
"mr.",844,0.000843,0.430361,"mr."
"mrad",3,0.000003,0.997008,"mrad"
"mrads",1,0.000001,0.999002,"mrad"
"mrs",1,0.000001,0.999002,"mr"
"mrs.",534,0.000533,0.586578,"mrs."
"ms",2,0.000002,0.998004,"ms"
"msec.",1,0.000001,0.999002,"msec."
"mt.",5,0.000005,0.995018,"mt."
"mts.",1,0.000001,0.999002,"mts."
"mubarak",1,0.000001,0.999002,"mubarak"
"much",937,0.000936,0.392180,"much"
"much-copied",1,0.000001,0.999002,"much-copi"
"much-craved",1,0.000001,0.999002,"much-crav"
"much-discussed",1,0.000001,0.999002,"much-discuss"
"much-needed",1,0.000001,0.999002,"much-need"
"much-thumbed",1,0.000001,0.999002,"much-thumb"
"mucilage",1,0.000001,0.999002,"mucilag"
"muck",1,0.000001,0.999002,"muck"
"muck's",1,0.000001,0.999002,"muck'"
"mucker",1,0.000001,0.999002,"mucker"
"mucking",2,0.000002,0.998004,"muck"
"mucosa",5,0.000005,0.995018,"mucosa"
"mucus",2,0.000002,0.998004,"mucu"
"mud",32,0.000032,0.968539,"mud"
"mud-beplastered",1,0.000001,0.999002,"mud-beplast"
"mud-caked",1,0.000001,0.999002,"mud-cak"
"mud-sweat-and-tears",1,0.000001,0.999002,"mud-sweat-and-tear"
"muddied",2,0.000002,0.998004,"muddi"
"muddleheaded",1,0.000001,0.999002,"muddlehead"
"muddling",1,0.000001,0.999002,"muddl"
"muddy",10,0.000010,0.990060,"muddi"
"muddy-tasting",1,0.000001,0.999002,"muddy-tast"
"mudguard",1,0.000001,0.999002,"mudguard"
"mudslinging",1,0.000001,0.999002,"mudsling"
"mudugno",1,0.000001,0.999002,"mudugno"
"mudwagon",1,0.000001,0.999002,"mudwagon"
"muezzin",1,0.000001,0.999002,"muezzin"
"muff",1,0.000001,0.999002,"muff"
"muffins",1,0.000001,0.999002,"muffin"
"muffled",11,0.000011,0.989071,"muffl"
"muffler",2,0.000002,0.998004,"muffler"
"muffling",1,0.000001,0.999002,"muffl"
"mug",1,0.000001,0.999002,"mug"
"muggers",1,0.000001,0.999002,"mugger"
"muggy",1,0.000001,0.999002,"muggi"
"mugs",2,0.000002,0.998004,"mug"
"muhammad",1,0.000001,0.999002,"muhammad"
"muir",1,0.000001,0.999002,"muir"
"mulatto's",1,0.000001,0.999002,"mulatto'"
"mulch",6,0.000006,0.994024,"mulch"
"mulching",1,0.000001,0.999002,"mulch"
"mule",4,0.000004,0.996012,"mule"
"mule-drawn",1,0.000001,0.999002,"mule-drawn"
"mules",3,0.000003,0.997008,"mule"
"mullah",1,0.000001,0.999002,"mullah"
"mullen",2,0.000002,0.998004,"mullen"
"mullenax",2,0.000002,0.998004,"mullenax"
"mullendore",1,0.000001,0.999002,"mullendor"
"muller",9,0.000009,0.991050,"muller"
"muller's",3,0.000003,0.997008,"muller'"
"mullerin",1,0.000001,0.999002,"mullerin"
"mulligan",1,0.000001,0.999002,"mulligan"
"mulligan's",4,0.000004,0.996012,"mulligan'"
"mulligatawny",1,0.000001,0.999002,"mulligatawni"
"mulling",1,0.000001,0.999002,"mull"
"mullins",7,0.000007,0.993032,"mullin"
"multi-",1,0.000001,0.999002,"multi-"
"multi-colored",1,0.000001,0.999002,"multi-color"
"multi-family",1,0.000001,0.999002,"multi-famili"
"multi-lingual",1,0.000001,0.999002,"multi-lingu"
"multi-million-dollar",2,0.000002,0.998004,"multi-million-dollar"
"multi-millionaire",1,0.000001,0.999002,"multi-millionair"
"multi-phase",1,0.000001,0.999002,"multi-phas"
"multi-product",1,0.000001,0.999002,"multi-product"
"multi-purpose",1,0.000001,0.999002,"multi-purpos"
"multi-state",1,0.000001,0.999002,"multi-st"
"multi-valued",2,0.000002,0.998004,"multi-valu"
"multi-year",2,0.000002,0.998004,"multi-year"
"multichannel",1,0.000001,0.999002,"multichannel"
"multicolor",1,0.000001,0.999002,"multicolor"
"multicolored",1,0.000001,0.999002,"multicolor"
"multidimensional",1,0.000001,0.999002,"multidimension"
"multifigure",1,0.000001,0.999002,"multifigur"
"multilateral",1,0.000001,0.999002,"multilater"
"multimegaton",1,0.000001,0.999002,"multimegaton"
"multimillionaire",1,0.000001,0.999002,"multimillionair"
"multipactor",2,0.000002,0.998004,"multipactor"
"multiphastic",1,0.000001,0.999002,"multiphast"
"multiple",36,0.000036,0.964676,"multipl"
"multiple-choice",1,0.000001,0.999002,"multiple-choic"
"multiple-purpose",1,0.000001,0.999002,"multiple-purpos"
"multiplication",6,0.000006,0.994024,"multipl"
"multiplicity",8,0.000008,0.992040,"multipl"
"multiplied",7,0.000007,0.993032,"multipli"
"multiplies",2,0.000002,0.998004,"multipli"
"multiply",10,0.000010,0.990060,"multipli"
"multiplying",8,0.000008,0.992040,"multipli"
"multipurpose",1,0.000001,0.999002,"multipurpos"
"multistage",1,0.000001,0.999002,"multistag"
"multitude",3,0.000003,0.997008,"multitud"
"multitudes",2,0.000002,0.998004,"multitud"
"multitudinous",2,0.000002,0.998004,"multitudin"
"multivalent",1,0.000001,0.999002,"multival"
"multiversity",1,0.000001,0.999002,"multivers"
"multnomah",6,0.000006,0.994024,"multnomah"
"mum",1,0.000001,0.999002,"mum"
"mumble",1,0.000001,0.999002,"mumbl"
"mumbled",5,0.000005,0.995018,"mumbl"
"mumbling",1,0.000001,0.999002,"mumbl"
"mumbo-jumbo",1,0.000001,0.999002,"mumbo-jumbo"
"mumford",1,0.000001,0.999002,"mumford"
"mummies",1,0.000001,0.999002,"mummi"
"mummified",1,0.000001,0.999002,"mummifi"
"munch",1,0.000001,0.999002,"munch"
"munched",1,0.000001,0.999002,"munch"
"munching",1,0.000001,0.999002,"munch"
"muncipal",1,0.000001,0.999002,"muncip"
"mundane",3,0.000003,0.997008,"mundan"
"mundt",1,0.000001,0.999002,"mundt"
"mundt's",1,0.000001,0.999002,"mundt'"
"munger",1,0.000001,0.999002,"munger"
"mungus",1,0.000001,0.999002,"mungu"
"munich",6,0.000006,0.994024,"munich"
"munich's",1,0.000001,0.999002,"munich'"
"municipal",28,0.000028,0.972416,"municip"
"municipalities",9,0.000009,0.991050,"municip"
"municipality",1,0.000001,0.999002,"municip"
"municipality's",1,0.000001,0.999002,"municipality'"
"municipally",1,0.000001,0.999002,"municip"
"municipally-sponsored",1,0.000001,0.999002,"municipally-sponsor"
"munitions",3,0.000003,0.997008,"munit"
"munoz",1,0.000001,0.999002,"munoz"
"munroe",1,0.000001,0.999002,"munro"
"muong",1,0.000001,0.999002,"muong"
"mural",1,0.000001,0.999002,"mural"
"murat",1,0.000001,0.999002,"murat"
"murder",75,0.000075,0.927815,"murder"
"murdered",9,0.000009,0.991050,"murder"
"murderer",19,0.000019,0.981199,"murder"
"murderer's",1,0.000001,0.999002,"murderer'"
"murderers",5,0.000005,0.995018,"murder"
"murdering",3,0.000003,0.997008,"murder"
"murderous",4,0.000004,0.996012,"murder"
"murders",12,0.000012,0.988084,"murder"
"murkland",2,0.000002,0.998004,"murkland"
"murky",5,0.000005,0.995018,"murki"
"murmur",3,0.000003,0.997008,"murmur"
"murmured",17,0.000017,0.983161,"murmur"
"murmuring",4,0.000004,0.996012,"murmur"
"murphy",7,0.000007,0.993032,"murphi"
"murphy's",1,0.000001,0.999002,"murphy'"
"murray",8,0.000008,0.992040,"murray"
"murray's",1,0.000001,0.999002,"murray'"
"murrin",1,0.000001,0.999002,"murrin"
"murrow",1,0.000001,0.999002,"murrow"
"murtaugh",3,0.000003,0.997008,"murtaugh"
"murville",1,0.000001,0.999002,"murvil"
"muscle",42,0.000042,0.958911,"muscl"
"muscle-bound",1,0.000001,0.999002,"muscle-bound"
"muscle-shaping",1,0.000001,0.999002,"muscle-shap"
"muscled",1,0.000001,0.999002,"muscl"
"musclemen",1,0.000001,0.999002,"musclemen"
"muscles",31,0.000031,0.969507,"muscl"
"muscovy",3,0.000003,0.997008,"muscovi"
"muscular",16,0.000016,0.984144,"muscular"
"musculature",1,0.000001,0.999002,"musculatur"
"muse",4,0.000004,0.996012,"muse"
"mused",4,0.000004,0.996012,"muse"
"musee",1,0.000001,0.999002,"muse"
"muses",1,0.000001,0.999002,"muse"
"museum",32,0.000032,0.968539,"museum"
"museums",10,0.000010,0.990060,"museum"
"mushr",1,0.000001,0.999002,"mushr"
"mushroom",2,0.000002,0.998004,"mushroom"
"mushrooming",1,0.000001,0.999002,"mushroom"
"mushrooms",2,0.000002,0.998004,"mushroom"
"musial",3,0.000003,0.997008,"musial"
"music",216,0.000216,0.805915,"music"
"music-hall",1,0.000001,0.999002,"music-hal"
"music-loving",2,0.000002,0.998004,"music-lov"
"music-making",1,0.000001,0.999002,"music-mak"
"musica",1,0.000001,0.999002,"musica"
"musical",85,0.000085,0.918593,"music"
"musicale",1,0.000001,0.999002,"musical"
"musicality",1,0.000001,0.999002,"music"
"musically",3,0.000003,0.997008,"music"
"musicals",3,0.000003,0.997008,"music"
"musician",23,0.000023,0.977286,"musician"
"musician's",1,0.000001,0.999002,"musician'"
"musicians",41,0.000041,0.959870,"musician"
"musicianship",3,0.000003,0.997008,"musicianship"
"musicologists",1,0.000001,0.999002,"musicologist"
"musil's",1,0.000001,0.999002,"musil'"
"musing",1,0.000001,0.999002,"muse"
"musings",1,0.000001,0.999002,"muse"
"musique",2,0.000002,0.998004,"musiqu"
"muskadell",1,0.000001,0.999002,"muskadel"
"muskegon",1,0.000001,0.999002,"muskegon"
"musket",6,0.000006,0.994024,"musket"
"muskets",3,0.000003,0.997008,"musket"
"muskoka",1,0.000001,0.999002,"muskoka"
"muslim",3,0.000003,0.997008,"muslim"
"muslims",2,0.000002,0.998004,"muslim"
"musmanno",4,0.000004,0.996012,"musmanno"
"musmanno's",1,0.000001,0.999002,"musmanno'"
"musn't",1,0.000001,0.999002,"musn't"
"mussels",2,0.000002,0.998004,"mussel"
"mussett",1,0.000001,0.999002,"mussett"
"mussolini",1,0.000001,0.999002,"mussolini"
"mussolini's",1,0.000001,0.999002,"mussolini'"
"mussolinis",1,0.000001,0.999002,"mussolini"
"mussorgsky",7,0.000007,0.993032,"mussorgski"
"mussorgsky's",1,0.000001,0.999002,"mussorgsky'"
"must",1013,0.001012,0.363507,"must"
"must've",2,0.000002,0.998004,"must'v"
"musta",1,0.000001,0.999002,"musta"
"mustache",5,0.000005,0.995018,"mustach"
"mustached",3,0.000003,0.997008,"mustach"
"mustaches",1,0.000001,0.999002,"mustach"
"mustachioed",1,0.000001,0.999002,"mustachio"
"mustang",1,0.000001,0.999002,"mustang"
"mustangs",1,0.000001,0.999002,"mustang"
"mustard",20,0.000020,0.980219,"mustard"
"muster",3,0.000003,0.997008,"muster"
"mustered",1,0.000001,0.999002,"muster"
"mustering",1,0.000001,0.999002,"muster"
"mustiness",1,0.000001,0.999002,"musti"
"mustn't",5,0.000005,0.995018,"mustn't"
"musts",1,0.000001,0.999002,"must"
"mutants",1,0.000001,0.999002,"mutant"
"mutational",1,0.000001,0.999002,"mutat"
"mutations",1,0.000001,0.999002,"mutat"
"mute",3,0.000003,0.997008,"mute"
"muted",3,0.000003,0.997008,"mute"
"mutely",2,0.000002,0.998004,"mute"
"mutilated",3,0.000003,0.997008,"mutil"
"mutilation",1,0.000001,0.999002,"mutil"
"mutineer",1,0.000001,0.999002,"mutin"
"mutinies",1,0.000001,0.999002,"mutini"
"mutiny",3,0.000003,0.997008,"mutini"
